gifID,Name,Body Part,Target,Equipment,Secondary Muscles,Instructions,WorkoutType,Difficulty,Intensity
329,dumbbell incline shrug,back,traps,dumbbell,shoulders,"Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand.  Place your feet flat on the ground and let your arms hang straight down with your palms facing your body.  Keeping your arms straight, shrug your shoulders up towards your ears as high as possible.  Hold the contraction for a moment, then slowly lower your shoulders back down to the starting position.  Repeat for the desired number of repetitions.",Strength,Beginner,0.35
406,dumbbell shrug,back,traps,dumbbell,shoulders,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand with your palms facing your body.  Keep your arms straight and let the dumbbells hang by your sides.  Raise your shoulders as high as possible, as if you are trying to touch your ears with your shoulders.  Hold the contraction for a second, then slowly lower your shoulders back down to the starting position.  Repeat for the desired number of repetitions.",Strength,Beginner,0.35
548,kettlebell sumo high pull,back,traps,kettlebell,"shoulders, glutes, hamstrings","Stand with your feet wider than shoulder-width apart, toes pointing outwards.  Hold a kettlebell with both hands in front of your body, arms extended downwards.  Bend your knees and lower your hips into a squat position, keeping your back straight.  Drive through your heels and explosively extend your hips and knees, pulling the kettlebell up towards your chin.  As you pull the kettlebell up, keep your elbows high and wide, and squeeze your shoulder blades together.  Lower the kettlebell back down to the starting position and repeat for the desired number of repetitions.",Strength,Intermediate,0.7
580,lever gripless shrug,back,traps,leverage machine,"shoulders, forearms","Adjust the seat height and position yourself on the leverage machine.  Grasp the handles with your palms facing inwards and your arms fully extended.  Keeping your back straight, exhale and elevate your shoulders as high as possible.  Hold the contraction for a brief moment, then inhale and slowly lower your shoulders back down to the starting position.  Repeat for the desired number of repetitions.",Strength,Intermediate,0.67
604,lever shrug,back,traps,leverage machine,shoulders,"Adjust the seat height and position yourself on the leverage machine with your back against the pad.  Grasp the handles with an overhand grip and keep your arms straight.  Keeping your back straight, lift your shoulders up towards your ears as high as possible.  Hold the contraction for a moment, then slowly lower your shoulders back down to the starting position.  Repeat for the desired number of repetitions.",Strength,Intermediate,0.67
688,scapular pull-up,back,traps,body weight,"biceps, rhomboids, rear deltoids","Start by hanging from a pull-up bar with your palms facing away from you and your arms fully extended.  Retract your shoulder blades by pulling them down and back.  Engage your back muscles and pull your body up towards the bar, focusing on squeezing your shoulder blades together.  Pause for a moment at the top of the movement, then slowly lower your body back down to the starting position.  Repeat for the desired number of repetitions.",Strength,Beginner,0.35
18,assisted standing triceps extension (with towel),upper arms,triceps,assisted,shoulders,"Stand with your feet shoulder-width apart and hold a towel with both hands behind your head.  Keep your elbows close to your ears and your upper arms stationary.  Slowly extend your forearms upward, squeezing your triceps at the top.  Pause for a moment, then slowly lower the towel back down to the starting position.  Repeat for the desired number of repetitions.",Flexibility,Beginner,0.15
19,assisted triceps dip (kneeling),upper arms,triceps,leverage machine,"chest, shoulders","Adjust the machine to your desired weight and height.  Kneel down on the pad facing the machine, with your hands gripping the handles.  Lower your body by bending your elbows, keeping your back straight and close to the machine.  Pause for a moment at the bottom, then push yourself back up to the starting position.  Repeat for the desired number of repetitions.",Strength,Beginner,0.37
30,barbell close-grip bench press,upper arms,triceps,barbell,"chest, shoulders","Lie flat on a bench with your feet flat on the ground and your back pressed against the bench.  Grasp the barbell with a close grip, slightly narrower than shoulder-width apart.  Unrack the barbell and lower it slowly towards your chest, keeping your elbows close to your body.  Pause for a moment when the barbell touches your chest.  Push the barbell back up to the starting position, fully extending your arms.  Repeat for the desired number of repetitions.",Strength,Intermediate,0.73
35,barbell decline close grip to skull press,upper arms,triceps,barbell,"chest, shoulders","Lie on a decline bench with your head lower than your feet and hold a barbell with a close grip.  Lower the barbell towards your forehead by bending your elbows, keeping your upper arms stationary.  Pause for a moment, then extend your arms to press the barbell back up to the starting position.  Repeat for the desired number of repetitions.",Strength,Intermediate,0.73
48,barbell incline reverse-grip press,upper arms,triceps,barbell,"chest, shoulders","Set up an incline bench at a 45-degree angle.  Lie back on the bench and grasp the barbell with a reverse grip, hands slightly wider than shoulder-width apart.  Unrack the barbell and lower it towards your upper chest, keeping your elbows tucked in.  Pause for a moment at the bottom, then push the barbell back up to the starting position.  Repeat for the desired number of repetitions.",Strength,Intermediate,0.73
52,barbell jm bench press,upper arms,triceps,barbell,"chest, shoulders","Lie flat on a bench with your feet flat on the ground and your back pressed against the bench.  Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart.  Lower the barbell to your chest, keeping your elbows tucked in close to your body.  Push the barbell back up to the starting position, fully extending your arms.  Repeat for the desired number of repetitions.",Strength,Intermediate,0.73
55,barbell lying close-grip press,upper arms,triceps,barbell,"chest, shoulders","Lie flat on a bench with your feet flat on the ground and your back pressed against the bench.  Grasp the barbell with a close grip, hands shoulder-width apart, palms facing towards your feet.  Lift the barbell off the rack and hold it directly above your chest with your arms fully extended.  Slowly lower the barbell towards your chest, keeping your elbows close to your body.  Pause for a moment when the barbell touches your chest, then push it back up to the starting position.  Repeat for the desired number of repetitions.",Strength,Beginner,0.43
56,barbell lying close-grip triceps extension,upper arms,triceps,barbell,shoulders,"Lie flat on a bench with your feet flat on the ground and your head at the end of the bench.  Grasp the barbell with a close grip, hands shoulder-width apart, palms facing up.  Extend your arms fully, lifting the barbell above your chest.  Keeping your upper arms stationary, slowly lower the barbell towards your forehead by bending your elbows.  Pause for a moment at the bottom, then extend your arms back to the starting position.  Repeat for the desired number of repetitions.",Flexibility,Beginner,0.28
57,barbell lying extension,upper arms,triceps,barbell,shoulders,"Lie flat on a bench with your feet flat on the ground and your head at the end of the bench.  Hold the barbell with an overhand grip, hands shoulder-width apart, and extend your arms straight up over your chest.  Keeping your upper arms stationary, slowly lower the barbell towards your forehead by bending your elbows.  Pause for a moment, then extend your arms back up to the starting position.  Repeat for the desired number of repetitions.",Flexibility,Beginner,0.28
60,barbell lying triceps extension skull crusher,upper arms,triceps,barbell,shoulders,"Lie flat on a bench with your feet flat on the ground and your head at the end of the bench.  Hold the barbell with an overhand grip, hands shoulder-width apart, and extend your arms straight up over your chest.  Keeping your upper arms stationary, slowly lower the barbell towards your forehead by bending your elbows.  Pause for a moment when the barbell is just above your forehead, then extend your arms back up to the starting position.  Repeat for the desired number of repetitions.",Flexibility,Beginner,0.28
27,barbell bent over row,back,upper back,barbell,"biceps, forearms","Stand with your feet shoulder-width apart and knees slightly bent.  Bend forward at the hips while keeping your back straight and chest up.  Grasp the barbell with an overhand grip, hands slightly wider than shoulder-width apart.  Pull the barbell towards your lower chest by retracting your shoulder blades and squeezing your back muscles.  Pause for a moment at the top, then slowly lower the barbell back to the starting position.  Repeat for the desired number of repetitions.",Strength,Intermediate,0.73
49,barbell incline row,back,upper back,barbell,"biceps, forearms","Set up an incline bench at a 45-degree angle.  Lie face down on the bench with your chest against the pad and your feet flat on the ground.  Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart.  Keep your back straight and your core engaged.  Pull the barbell towards your chest, squeezing your shoulder blades together.  Pause for a moment at the top, then slowly lower the barbell back to the starting position.  Repeat for the desired number of repetitions.",Strength,Intermediate,0.73
64,barbell one arm bent over row,back,upper back,barbell,"biceps, forearms","Stand with your feet shoulder-width apart, knees slightly bent, and hold a barbell with one hand using an overhand grip.  Bend forward at the hips, keeping your back straight and your head in a neutral position.  Pull the barbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together.  Lower the barbell back down to the starting position in a controlled manner.  Repeat for the desired number of repetitions, then switch to the other arm.",Strength,Intermediate,0.73
118,barbell reverse grip bent over row,back,upper back,barbell,"biceps, forearms","Stand with your feet shoulder-width apart and knees slightly bent.  Hold a barbell with an overhand grip, palms facing down, and hands slightly wider than shoulder-width apart.  Bend forward at the hips, keeping your back straight and chest up, until your torso is almost parallel to the floor.  Pull the barbell towards your lower chest, squeezing your shoulder blades together.  Pause for a moment at the top, then slowly lower the barbell back to the starting position.  Repeat for the desired number of repetitions.",Strength,Intermediate,0.73
159,cable decline seated wide-grip row,back,upper back,cable,"biceps, forearms","Sit on the decline bench facing the cable machine with your feet securely placed on the footrests.  Grasp the cable attachment with a wide overhand grip, palms facing down.  Lean back slightly, keeping your back straight and your core engaged.  Pull the cable towards your lower chest, squeezing your shoulder blades together.  Pause for a moment at the peak of the contraction, then slowly release the cable back to the starting position.  Repeat for the desired number of repetitions.",Strength,Beginner,0.37
160,cable floor seated wide-grip row,back,upper back,cable,"biceps, forearms","Sit on the floor with your legs extended and your back straight.  Attach a cable handle to a low pulley and position the cable machine behind you.  Grasp the handle with a wide overhand grip, palms facing down.  Lean back slightly, keeping your back straight and your chest lifted.  Pull the handle towards your waist, squeezing your shoulder blades together.  Pause for a moment at the top of the movement, then slowly release the handle back to the starting position.  Repeat for the desired number of repetitions.",Strength,Beginner,0.37
167,cable high row (kneeling),back,upper back,cable,"biceps, shoulders","Attach a straight bar to a cable machine at chest height.  Kneel down in front of the cable machine and grab the bar with an overhand grip, hands shoulder-width apart.  Sit back on your heels, keeping your back straight and your core engaged.  Pull the bar towards your upper abdomen, squeezing your shoulder blades together.  Pause for a moment at the top of the movement, then slowly release the bar back to the starting position.  Repeat for the desired number of repetitions.",Strength,Intermediate,0.67
180,cable low seated row,back,upper back,cable,"biceps, forearms","Sit on the machine with your feet flat on the footrests and your knees slightly bent.  Grasp the handles with an overhand grip, palms facing down.  Keep your back straight and lean slightly forward, maintaining a slight bend in your elbows.  Pull the handles towards your body, squeezing your shoulder blades together.  Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position.  Repeat for the desired number of repetitions.",Strength,Beginner,0.37
189,cable one arm bent over row,back,upper back,cable,"biceps, forearms","Stand facing a cable machine with your feet shoulder-width apart.  Bend your knees slightly and hinge forward at the hips, keeping your back straight.  Grasp the cable handle with one hand, palm facing inward, and extend your arm fully.  Pull the cable handle towards your body, keeping your elbow close to your side, until your hand reaches your lower chest.  Pause for a moment, then slowly extend your arm back to the starting position.  Repeat for the desired number of repetitions, then switch sides.",Strength,Intermediate,0.67
193,cable one arm straight back high row (kneeling),back,upper back,cable,"biceps, shoulders","Attach a handle to a cable machine at waist height.  Kneel down facing the cable machine and grab the handle with one hand.  Keep your back straight and your core engaged.  Pull the handle towards your chest, squeezing your shoulder blades together.  Pause for a moment at the top of the movement.  Slowly release the handle back to the starting position.  Repeat for the desired number of repetitions.  Switch sides and repeat the exercise with the other arm.",Strength,Intermediate,0.67
